Load more ({0} remaining),Charger plus ({0} restants),
Loading customers for offline use...,Chargement des clients pour une utilisation hors ligne...,
Loading customers...,Chargement des clients...,
Loading invoice details...,Chargement des détails de la facture...,
Loading invoices...,Chargement des factures...,
Loading items...,Chargement des articles...,
Loading menu...,Chargement du menu...,
Loading more items...,Chargement d'autres articles...,
Loading offers...,Chargement des offres...,
Loading options...,Chargement des options...,
Loading serial numbers...,Chargement des numéros de série...,
Loading settings...,Chargement des paramètres...,
Loading shift data...,Chargement des données de session...,
Loading stock information...,Chargement des informations de stock...,
Loading terminals...,Chargement des terminaux...,
Loading variants...,Chargement des variantes...,
Loading warehouses...,Chargement des entrepôts...,
Loading {0}...,Chargement de {0}...,
Loading...,Chargement...,
Local override (differs from global),Valeur locale (différente du global),
Localization,Localisation,
Lock Screen,Écran de verrouillage,
Lock the POS screen after a period of inactivity or when the browser tab loses focus,Verrouiller l'écran POS après une période d'inactivité ou lorsque l'onglet du navigateur perd le focus,
Locked,Verrouillé,
Locked (offer applied),Verrouillé (offre appliquée),
Login Failed,Échec de connexion,
Logout,Déconnexion,
Looking for invoice in database,Recherche de la facture en base de données,
Low Stock,Stock faible,
Loyalty Credit,Crédit fidélité,
Loyalty Point,Point de fidélité,
Loyalty Point Scheme,Schéma de points de fidélité,
Loyalty Points,Points de fidélité,
Loyalty Program,Programme de fidélité,
Loyalty points conversion from {0}: {1} points = {2},Conversion des points de fidélité de {0} : {1} points = {2},
Loyalty points conversion: {0} points = {1},Conversion des points de fidélité : {0} points = {1},
Loyalty points converted to wallet: {0} points = {1},Points de fidélité convertis en portefeuille : {0} points = {1},
Loyalty program for this POS profile,Programme de fidélité pour ce profil de caisse,
Maintain Stock,Gérer le stock,
Manage all your invoices in one place,Gérez toutes vos factures en un seul endroit,
Manage invoices with pending payments,Gérez les factures avec paiements en attente,
Manage promotional schemes and coupons,Gérez les promotions et les coupons,
Mandatory,Obligatoire,
Manual Adjustment,Ajustement manuel,
Manual rate edit by {user}: Item {item_code} rate changed from {original} to {new} ({change_pct}% {change_type}),Modification manuelle du prix par {user} : prix de l'article {item_code} modifié de {original} à {new} ({change_pct}% {change_type}),
Manual wallet credit,Crédit manuel du portefeuille,
Mark Delivered,Marquer comme livré,
Mark this card as the guest-facing menu for QR ordering,Marquer cette carte comme le menu client pour la commande par QR,
Marked as No Show,Marqué comme absent,
Max,Max,
Max Amount,Montant maximum,
Max Discount (%),Remise max. (%),
Max Discount Percentage Allowed,Pourcentage de remise maximum autorisé,
Max Quantity,Quantité maximum,
Max Selections,Nombre maximum de sélections,
Max {0},Max {0},
Maximum Amount ({0}),Montant maximum ({0}),
Maximum Discount Amount,Montant de remise maximum,
Maximum Discount Amount must be greater than 0,Le montant de remise maximum doit être supérieur à 0,
Maximum Quantity,Quantité maximum,
Maximum Use,Utilisation maximum,
Maximum cart value exceeded ({0}),Valeur du panier maximum dépassée ({0}),
Maximum discount per item,Remise maximum par article,
Maximum discount percentage (enforced in UI),Pourcentage de remise maximum (appliqué dans l'interface),
Maximum discount that can be applied,Remise maximum pouvant être appliquée,
Maximum number of active reservations reached for this email,Nombre maximum de réservations actives atteint pour cet e-mail,
Maximum number of search results,Nombre maximum de résultats de recherche,
Maximum {0} eligible items allowed for this offer,Maximum {0} articles éligibles autorisés pour cette offre,
Menu,Menu,
Menu Badge,Badge de menu,
Menu Design Template,Modèle de design de menu,
Menu Designer,Designer de menu,
Menu Name,Nom du menu,
Menu Settings,Paramètres du menu,
Menus,Menus,
Merged into {0} (Total: {1}),Fusionné dans {0} (Total : {1}),
Message,Message,
Message: {0},Message : {0},
Min Amount,Montant minimum,
Min Purchase,Achat minimum,
Min Quantity,Quantité minimum,
Minimum Amount ({0}),Montant minimum ({0}),
Minimum Amount cannot be negative,Le montant minimum ne peut pas être négatif,
Minimum Cart Amount,Montant minimum du panier,
Minimum Quantity,Quantité minimum,
Minimum cart amount of {0} is required,Un montant minimum de panier de {0} est requis,
Minimum cart value of {0} required,Valeur minimum du panier de {0} requise,
Minute,Minute,
Minutes,Minutes,
Minutes after reservation time before marking as No Show,Minutes après l'heure de réservation avant de marquer comme absent,
Minutes of inactivity before the session is locked,Minutes d'inactivité avant le verrouillage de la session,
Miscellaneous,Divers,
Missing Account,Compte manquant,
Missing invoice parameter,Paramètre de facture manquant,
Missing invoice parameter. Received data: {0},Paramètre de facture manquant. Données reçues : {0},
Mobile,Mobile,
Mobile NO,N° de mobile,
Mode,Mode,
Mode Of Payment,Mode de paiement,
Mode of Payment,Mode de paiement,
Mode of Payment {0} does not exist,Le mode de paiement {0} n'existe pas,
Mode of Payments,Modes de paiement,
Modes of Payment,Modes de paiement,
Modifiers,Modificateurs,
Modify invoice posting date,Modifier la date de comptabilisation de la facture,
Monday,Lundi,
More,Plus,
Multiple,Multiple,
Multiple choices,Choix multiples,
N,N,
N/A,N/A,
NOT COLLECTED - PROVISIONAL TICKET,NON ENCAISSÉ - TICKET PROVISOIRE,
Name,Nom,
Name and email are required,Le nom et l'e-mail sont requis,
Naming Series Error,Erreur de série de nommage,
Navigate,Naviguer,
Negative Stock,Stock négatif,
Negative stock sales are now allowed,Les ventes en stock négatif sont maintenant autorisées,
Negative stock sales are now restricted,Les ventes en stock négatif sont maintenant restreintes,
Neopos,Neopos,
Neopos Customer Display,Écran client Neopos,
Neopos Register,Registre Neopos,
Net,Net,
Net Sales,Ventes nettes,
Net Total,Total net,
Net Total:,Total net :,
Net Variance,Écart net,
Net tax,Taxe nette,
Net total AFTER pricing rules but BEFORE additional discount - used for gift card calculations,Total net APRÈS les règles de tarification mais AVANT la remise additionnelle - utilisé pour les calculs de carte cadeau,
Network Usage:,Utilisation réseau :,
Network error. Please try again.,Erreur réseau. Veuillez réessayer.,
Never,Jamais,
New Card,Nouvelle carte,
New Customer,Nouveau client,
New Option Group,Nouveau groupe d'options,
New Reservation,Nouvelle réservation,
New Reservation - {0} ({1} guests),Nouvelle réservation - {0} ({1} convives),
New Workflow,Nouveau workflow,
New guest order for table,Nouvelle commande invité pour la table,
New guest order received,Nouvelle commande invité reçue,
New items,Nouveaux articles,
Next,Suivant,
Next opening balance,Solde d'ouverture suivant,
No,Non,
No Active Orders,Aucune commande active,
No Active Shift,Aucune session active,
No Items Ready,Aucun article prêt,
No Journal Entry Templates found for this company.,Aucun modèle d'écriture comptable trouvé pour cette entreprise.,
No Options Available,Aucune option disponible,
No POS Profile Selected,Aucun profil POS sélectionné,
No POS Profile is available for takeaway orders.,Aucun profil POS n'est disponible pour les commandes à emporter.,
No POS Profile linked to this session.,Aucun profil POS lié à cette session.,
No POS Profiles available. Please contact your administrator.,Aucun profil POS disponible. Veuillez contacter votre administrateur.,
No Partial Payments,Aucun paiement partiel,
No Sales During This Shift,Aucune vente pendant cette session,
No Show,Absent,
No Show Rate,Taux d'absence,
No Sorting,Aucun tri,
No Stock Available,Aucun stock disponible,
No Unpaid Invoices,Aucune facture impayée,
No Variants Available,Aucune variante disponible,
No active Wallee terminal found. Please configure a terminal in Wallee Settings.,Aucun terminal Wallee actif trouvé. Veuillez configurer un terminal dans les paramètres Wallee.,
No active card for the current time slot,Aucune carte active pour le créneau horaire actuel,
No active card for the current time slot{0},Aucune carte active pour le créneau horaire actuel{0},
No active order found for this session.,Aucune commande active trouvée pour cette session.,
No additional units of measurement configured for this item.,Aucune unité de mesure supplémentaire configurée pour cet article.,
No available slots for this date,Aucun créneau disponible pour cette date,
No batches available in {0} for {1}.,Aucun lot disponible dans {0} pour {1}.,
No cash entries for this shift yet.,Aucune entrée de caisse pour ce service.,
No connection,Pas de connexion,
No countries found,Aucun pays trouvé,
No coupons found,Aucun coupon trouvé,
No customer group found. Please configure a customer group.,Aucun groupe de clients trouvé. Veuillez configurer un groupe de clients.,
No customers available,Aucun client disponible,
No draft invoices,Aucune facture brouillon,
No expiry,Sans expiration,
No guest menu is configured. Please contact staff.,Aucun menu invité n'est configuré. Veuillez contacter le personnel.,
No images found. Try a different search term.,Aucune image trouvée. Essayez un autre terme de recherche.,
No invoice found for this session.,Aucune facture trouvée pour cette session.,
No invoices found,Aucune facture trouvée,
No invoices were created. Closing amounts should match opening amounts.,Aucune facture n'a été créée. Les montants de clôture doivent correspondre aux montants d'ouverture.,
No item groups assigned,Aucun groupe d'articles assigné,
No items,Aucun article,
No items assigned,Aucun article assigné,
No items available,Aucun article disponible,
No items available for return,Aucun article disponible pour le retour,
No items found,Aucun article trouvé,
"No items found for ""{0}""","Aucun article trouvé pour ""{0}""",
No items found for '{0}',Aucun article trouvé pour '{0}',
No items in cart,Aucun article dans le panier,
No items provided.,Aucun article fourni.,
No menus available,Aucun menu disponible,
No modifiers available for this item,Aucun modificateur disponible pour cet article,
No offers available,Aucune offre disponible,
No options available,Aucune option disponible,
No order yet,Aucune commande,
No payment methods available,Aucun mode de paiement disponible,
No payment methods configured for this POS Profile,Aucun mode de paiement configuré pour ce profil POS,
No pending invoices to sync,Aucune facture en attente de synchronisation,
No pending offline invoices,Aucune facture hors ligne en attente,
No printers found. Is QZ Tray running?,Aucune imprimante trouvée. QZ Tray est-il en marche ?,
No promotions found,Aucune promotion trouvée,
No redeemable points available,Aucun point échangeable disponible,
No reservations for this date,Aucune réservation pour cette date,
"No results for ""{0}""","Aucun résultat pour ""{0}""",
No results for {0},Aucun résultat pour {0},
No results for {0} in {1},Aucun résultat pour {0} dans {1},
No results found,Aucun résultat trouvé,
No results in {0},Aucun résultat dans {0},
No return invoices,Aucune facture de retour,
No sales,Aucune vente,
No sales persons available,Aucun vendeur disponible,
No serial numbers available,Aucun numéro de série disponible,
No serial numbers match your search,Aucun numéro de série ne correspond à votre recherche,
No stock available,Aucun stock disponible,
No tables found in this area,Aucune table trouvée dans cette zone,
No tables in this area,Aucune table dans cette zone,
No takeaway menu is configured.,Aucun menu à emporter n'est configuré.,
No takeaway orders,Aucune commande à emporter,
No templates match your search.,Aucun modèle ne correspond à votre recherche.,
No territory found. Please configure a territory.,Aucun territoire trouvé. Veuillez configurer un territoire.,
No tip,Pas de pourboire,
No tips found,Aucun pourboire trouvé,
No variants found,Aucune variante trouvée,
"No, only update the price list","Non, mettre à jour uniquement la liste de prix",
No-Show Delay (minutes),Délai d'absence (minutes),
Non-Cash,Non-espèces,
Normal,Normal,
Nos,Nos,
Nos,Nos,
Not Found,Non trouvé,
Not Installed,Non installé,
Not Proposed,Non proposé,
Not Started,Non commencé,
Not assigned to any slot,Non assigné à un créneau,
"Not enough stock available in the warehouse.

Please reduce the quantity or check stock availability.","Stock insuffisant dans l'entrepôt.

Veuillez réduire la quantité ou vérifier la disponibilité du stock.",
Not permitted,Non autorisé,
Not yet collected,Pas encore encaissé,
Note,Note,
Notes,Notes,
"Notification template to send when a gift card is created (e.g., email with gift card code).",Modèle de notification à envoyer lors de la création d'une carte cadeau (ex. e-mail avec le code de la carte).,
Number of Guests,Nombre de convives,
Number of days allowed for invoice returns. Set to 0 for unlimited returns.,Nombre de jours autorisés pour les retours de facture. Mettre à 0 pour des retours illimités.,
Number of days the referee's coupon will be valid,Nombre de jours de validité du coupon du filleul,
Number of days the referrer's coupon will be valid after being generated,Nombre de jours de validité du coupon du parrain après génération,
Number of decimal places for amounts,Nombre de décimales pour les montants,
Number of months a gift card is valid from creation date. Set to 0 for no expiration.,Nombre de mois de validité d'une carte cadeau à compter de la date de création. Mettre à 0 pour pas d'expiration.,
OK,OK,
Occupied,Occupé,
Offer,Offre,
Offer Applied,Offre appliquée,
Offer Name,Nom de l'offre,
Offer applied: {0},Offre appliquée : {0},
Offer has been removed from cart,L'offre a été retirée du panier,
Offer removed: {0}. Cart no longer meets requirements.,Offre retirée : {0}. Le panier ne répond plus aux conditions.,
Offers,Offres,
Offers & Coupons,Offres & coupons,
Offers applied: {0},Offres appliquées : {0},
Offline,Hors ligne,
Offline ({0} pending),Hors ligne ({0} en attente),
Offline ID,ID hors ligne,
Offline Invoice Sync,Synchronisation de factures hors ligne,
Offline Invoices,Factures hors ligne,
Offline Mode,Mode hors ligne,
Offline Sync and System Health Report,Rapport de synchronisation hors ligne et santé du système,
Offline invoice deleted successfully,Facture hors ligne supprimée avec succès,
Offline mode active,Mode hors ligne actif,
Offline: {0} applied,Hors ligne : {0} appliqué,
On Account,Sur compte,
On Payment,Au paiement,
On Table Close,À la fermeture de table,
Online - Click to sync,En ligne - Cliquer pour synchroniser,
Online mode active,Mode en ligne actif,
Online reservations are not available,Les réservations en ligne ne sont pas disponibles,
Online reservations are not enabled,Les réservations en ligne ne sont pas activées,
Only One Use Per Customer,Une seule utilisation par client,
Only System Managers can set up QZ certificates.,Seuls les administrateurs système peuvent configurer les certificats QZ.,
Only affects '{0}'.,N'affecte que '{0}'.,
Only one unit available,Une seule unité disponible,
Opacity,Opacité,
Open,Ouvert,
Open Customer Display,Ouvrir l'affichage client,
Open POS Shift,Ouvrir une session POS,
Open Shift,Ouvrir la session,
Open a shift before creating a return invoice.,Ouvrez une session avant de créer une facture de retour.,
Open customer display on second screen,Ouvrir l'affichage client sur le second écran,
Open this table for QR self-ordering? Customers will be able to scan a QR code and order directly from their phone.,Ouvrir cette table pour la commande QR ? Les clients pourront scanner un QR code et commander directement depuis leur téléphone.,
Opening,Ouverture,
Opening Amount,Montant d'ouverture,
Opening Balance (Optional),Solde d'ouverture (Facultatif),
Opening Balance Details,Détails du solde d'ouverture,
Opening Hours,Horaires d'ouverture,
Opening Stock,Stock d'ouverture,
Operations,Opérations,
Option Name,Nom de l'option,
Option group created,Groupe d'options créé,
Option group deleted,Groupe d'options supprimé,
Option name,Nom de l'option,
Optional,Facultatif,
Optional - leave empty for anonymous gift card,Optionnel - laisser vide pour une carte cadeau anonyme,
Optional cap in {0},Plafond optionnel en {0},
Optional minimum in {0},Minimum optionnel en {0},
"Optional: Assign gift card to a specific customer. If set, only this customer can use the gift card.","Optionnel : assigner la carte cadeau à un client spécifique. Si défini, seul ce client pourra utiliser la carte.",
Optional: use a specific card with takeaway prices,Optionnel : utiliser une carte spécifique avec les prix à emporter,
Options,Options,
Options saved,Options enregistrées,
Or specific items,Ou des articles spécifiques,
Order,Commande,
Order Summary,Récapitulatif de commande,
Order Total,Total de la commande,
Order Validation,Validation de commande,
Order confirmed!,Commande confirmée !,
Order paid,Commande payée,
Order sent!,Commande envoyée !,
Order validated,Commande validée,
Order {0},Commande {0},
Ordered,Commandé,
Original Amount,Montant original,
Original Gift Card,Carte cadeau originale,
Original gift card value when created,Valeur originale de la carte cadeau à la création,
Other,Autre,
Other cards keep their current prices.,Les autres cartes conservent leurs prix actuels.,
Out,Sortie,
Out of Stock,Rupture de stock,
Out of stock,Rupture de stock,
Outstanding,Solde dû,
Outstanding Balance,Solde impayé,
Outstanding Payments,Paiements en attente,
Outstanding:,Solde dû :,
Over {0},Excédent de {0},
Overdue,En retard,
Overdue ({0}),En retard ({0}),
Overlap Warning,Avertissement de chevauchement,
Overlapping reservations found. Force to override.,Réservations chevauchantes trouvées. Forcer pour passer outre.,
Overpayment,Trop-perçu,
"Overpayment is pre-filled as tip, server can adjust or cancel","Le trop-perçu est pré-rempli comme pourboire, le serveur peut ajuster ou annuler",
Override: this item follows a different workflow than its station. Leave empty to use the station's workflow.,Remplacement : cet article suit un flux de travail différent de sa station. Laisser vide pour utiliser le flux de la station.,
PARTIAL PAYMENT,PAIEMENT PARTIEL,
PDF Downloaded!,PDF téléchargé !,
PDF attached:,PDF joint :,
POS,POS,
POS Allowed Locale,Langue POS autorisée,
POS Barcode Rules,Règles de codes-barres POS,
POS Brands Detail,Détail des marques POS,
POS Cash Entry Template,Modèle d'écriture de caisse POS,
POS Closing Shift,Clôture de caisse,
POS Closing Shift <strong>already exists</strong> against {0} between selected period,La clôture de session POS <strong>existe déjà</strong> pour {0} durant la période sélectionnée,
POS Closing Shift Detail,Détail de clôture de caisse,
POS Closing Shift Taxes,Taxes de clôture de caisse,
POS Coupon,Coupon POS,
POS Coupon Detail,Détail du coupon POS,
POS Invoice that created this gift card,Facture POS qui a créé cette carte cadeau,
POS Offer,Offre POS,
POS Offer Detail,Détail de l'offre POS,
POS Opening Entry,Entrée d'ouverture POS,
POS Opening Entry is required,L'entrée d'ouverture POS est requise,
POS Opening Entry not found,Entrée d'ouverture POS introuvable,
POS Opening Shift,Ouverture de caisse,
POS Opening Shift Detail,Détail d'ouverture de caisse,
POS Payment Entry Reference,Référence d'entrée de paiement POS,
POS Payments,Paiements POS,
POS Profile,Profil de caisse,
POS Profile is required,Le profil POS est requis,
POS Profile is required to validate rate edit for item {0},Le profil POS est requis pour valider la modification de prix de l'article {0},
POS Profile not found,Profil POS non trouvé,
POS Profile {0} does not exist,Le profil POS {0} n'existe pas,
POS Profile {0} is missing company or currency,Le profil POS {0} n'a pas d'entreprise ou de devise configurée,
POS Profile {} does not belongs to company {},Le profil POS {} n'appartient pas à la société {},
POS Profile: {0},Profil POS : {0},
POS Settings,Paramètres POS,
POS Settings not found for profile {0}. Cannot validate rate edit.,Paramètres POS introuvables pour le profil {0}. Impossible de valider la modification de prix.,
POS Transactions,Transactions POS,
POS User,Utilisateur POS,
POS is offline without cached data. Please connect to sync.,Le POS est hors ligne sans données en cache. Veuillez vous connecter pour synchroniser.,
POS session is not open,La session POS n'est pas ouverte,
POSNext,POSNext,
POSNext Cashier,Caissier POSNext,
PRICING RULE,RÈGLE DE TARIFICATION,
PROMO SCHEME,OFFRE PROMOTIONNELLE,
PROVISIONAL TICKET,TICKET PROVISOIRE,
Paid,Payé,
Paid Amount,Montant payé,
Paid Amount:,Montant payé :,
Paid: {0},Payé : {0},
Paper Format,Format papier,
Partial,Partiel,
Partial Payment,Paiement partiel,
Partial Payments,Paiements partiels,
Partially Paid ({0}),Partiellement payé ({0}),
Partially Paid Invoice,Facture partiellement payée,
Partly Paid,Partiellement payé,
Password,Mot de passe,
Password is required,Le mot de passe est requis,
Pay,Payer,
Pay & Order,Payer et commander,
Pay on Account,Payer sur compte,
Pay {0},Payer {0},
Payer,Payeur,
Payment,Paiement,
Payment Entry,Écriture de paiement,
Payment Entry {0} allocated to invoice,Entrée de paiement {0} allouée à la facture,
Payment Entry {0} has insufficient unallocated amount,L'entrée de paiement {0} a un montant non alloué insuffisant,
Payment Entry {0} is not a valid customer advance,L'écriture de paiement {0} n'est pas une avance client valide,
Payment Entry {0} not found or not submitted,Écriture de paiement {0} introuvable ou non soumise,
Payment Error,Erreur de paiement,
Payment History,Historique des paiements,
Payment Method,Mode de paiement,
Payment Reconciliation,Rapprochement des paiements,
Payment Total:,Total du paiement :,
Payment account {0} does not exist,Le compte de paiement {0} n'existe pas,
Payment added successfully,Paiement ajouté avec succès,
Payment amount is correct,Le montant du paiement est correct,
Payment amount must be greater than zero,Le montant du paiement doit être supérieur à zéro,
Payment amount must be greater than zero.,Le montant du paiement doit être supérieur à zéro.,
Payment amount {0} exceeds outstanding amount {1},Le montant du paiement {0} dépasse le solde dû {1},
Payment cancelled,Paiement annulé,
Payment complete,Paiement terminé,
Payment date {0} cannot be before invoice date {1},La date de paiement {0} ne peut pas être antérieure à la date de facture {1},
Payment failed,Échec du paiement,
Payment must be completed before placing a takeaway order.,Le paiement doit être effectué avant de passer une commande à emporter.,
Payment received,Paiement reçu,
Payment successful!,Paiement réussi !,
Payment timeout. Please check the terminal.,Délai de paiement dépassé. Veuillez vérifier le terminal.,
Payment was cancelled or failed. Please try again.,Le paiement a été annulé ou a échoué. Veuillez réessayer.,
Payments,Paiements,
Payments and Cash Control Report,Rapport des paiements et contrôle de caisse,
Payments cannot be added while offline,Les paiements ne peuvent pas être ajoutés hors ligne,
Payments cannot be added while offline. Connect to the internet to add payments.,Les paiements ne peuvent pas être ajoutés hors ligne. Connectez-vous à Internet pour ajouter des paiements.,
Payments must be a list,Les paiements doivent être une liste,
Payments:,Paiements :,
Peak Hour,Heure de pointe,
Pending,En attente,
Percentage,Pourcentage,
Percentage (%),Pourcentage (%),
Performance Rating,Évaluation des performances,
Period End Date,Date de fin de période,
Period Start Date,Date de début de période,
Periodically sync stock quantities from server in the background (runs in Web Worker),Synchroniser périodiquement les quantités de stock depuis le serveur en arrière-plan (exécuté dans un Web Worker),
Permanent,Permanent,
Permanent (always available),Permanent (toujours disponible),
Permanent card created,Carte permanente créée,
Permanent items,Articles permanents,
Permanently delete all {0} draft invoices?,Supprimer définitivement les {0} factures brouillon ?,
Permanently delete this draft invoice?,Supprimer définitivement cette facture brouillon ?,
Permission Denied,Permission refusée,
Permission Required,Permission requise,
Permit duplicate customer names,Autoriser les noms de clients en double,
Pexels API key not configured,Clé API Pexels non configurée,
Phone,Téléphone,
Phone (optional),Téléphone (facultatif),
Phone number,Numéro de téléphone,
Phone number (optional),Numéro de téléphone (facultatif),
Photos provided by Pexels,Photos fournies par Pexels,
Picked Up,Récupéré,
Plan,Plan,
Please add items to cart before proceeding to payment,Veuillez ajouter des articles au panier avant de procéder au paiement,
Please ask your server to generate a new QR code.,Veuillez demander à votre serveur de générer un nouveau QR code.,
Please call us to make a reservation,Veuillez nous appeler pour réserver,
Please check your email to confirm the reservation,Veuillez vérifier votre e-mail pour confirmer la réservation,
Please check your email to confirm the reservation.,Veuillez vérifier votre e-mail pour confirmer la réservation.,
Please configure a default wallet account for company {0},Veuillez configurer un compte portefeuille par défaut pour la société {0},
Please confirm your reservation for {0} on {1} at {2} for {3} guests.,Veuillez confirmer votre réservation pour {0} le {1} à {2} pour {3} convives.,
Please contact your manager if you need to process this return.,Veuillez contacter votre responsable si vous devez traiter ce retour.,
Please enter a coupon code,Veuillez entrer un code coupon,
Please enter a coupon name,Veuillez entrer un nom de coupon,
Please enter a gift card code,Veuillez saisir un code de carte cadeau,
Please enter a promotion name,Veuillez entrer un nom de promotion,
Please enter a valid discount amount,Veuillez entrer un montant de remise valide,
Please enter a valid discount percentage (1-100),Veuillez entrer un pourcentage de remise valide (1-100),
Please enter a valid email address,Veuillez saisir une adresse e-mail valide,
Please enter all closing amounts,Veuillez saisir tous les montants de clôture,
Please find your invoice attached.,Veuillez trouver votre facture en pièce jointe.,
Please open a shift to start making sales,Veuillez ouvrir une session pour commencer à faire des ventes,
Please select a POS Profile to configure settings,Veuillez sélectionner un profil POS pour configurer les paramètres,
Please select a customer,Veuillez sélectionner un client,
Please select a customer before proceeding,Veuillez sélectionner un client avant de continuer,
Please select a customer for gift card,Veuillez sélectionner un client pour la carte cadeau,
Please select a discount type,Veuillez sélectionner un type de remise,
Please select at least one variant,Veuillez sélectionner au moins une variante,
Please set default Cash or Bank account in Mode of Payment {0} or set default accounts in Company {1},Veuillez définir un compte de caisse ou bancaire par défaut dans le mode de paiement {0} ou définir les comptes par défaut dans la société {1},
Please wait,Veuillez patienter,
Please wait while we clear your cached data,Veuillez patienter pendant que nous vidons vos données en cache,
Polling,Interrogation,
Pos Closing Shift,Clôture de caisse,
Pos Coupon,Coupon de caisse,
Pos Offer,Offre de caisse,
Pos Opening Shift,Ouverture de caisse,
Pos Profile,Profil de caisse,
Pos Settings,Paramètres de caisse,
Position X,Position X,
Position Y,Position Y,
Postal code,Code postal,
Posting Date,Date de comptabilisation,
Preferred Table,Table préférée,
Prep (min),Prép. (min),
Prep Time (min),Temps de préparation (min),
Preparation Display,Affichage préparation,
Preparation Station,Station de préparation,
Preparation Station Item,Article de station de préparation,
Preparation Station Item Group,Groupe d'articles de station de préparation,
Preparation Workflow,Flux de préparation,
Preparation Workflow Item,Article du flux de préparation,
Preparation Workflow Step,Étape du flux de préparation,
Preparation Workflows,Workflows de préparation,
"Preparation workflow for this station. If empty, the default workflow is used.","Flux de préparation pour cette station. Si vide, le flux par défaut est utilisé.",
Preparing,En préparation,
Previous,Précédent,
Price,Prix,
Price Adjustment,Ajustement de prix,
Price Alignment,Alignement des prix,
Price Discount Scheme ,Schéma de remise sur le prix ,
Price \u00B1,Prix \u00B1,
Price adjustment,Ajustement de prix,
Prices are now tax-exclusive. This will apply to new items added to cart.,Les prix sont maintenant hors taxes. Cela s'appliquera aux nouveaux articles ajoutés au panier.,
Prices are now tax-inclusive. This will apply to new items added to cart.,Les prix sont maintenant TTC. Cela s'appliquera aux nouveaux articles ajoutés au panier.,
Pricing & Discounts,Tarification et remises,
Pricing & Display,Tarification & affichage,
Pricing Error,Erreur de tarification,
Pricing Rule,Règle de tarification,
Primary Color,Couleur principale,
Print,Imprimer,
Print Invoice,Imprimer la facture,
Print Receipt,Imprimer le reçu,
Print draft,Imprimer le brouillon,
Print invoices before submission,Imprimer les factures avant la soumission,
Print provisional ticket,Imprimer le ticket provisoire,
Print without dialog,Imprimer sans boîte de dialogue,
Printer,Imprimante,
Printing,Impression,
Priority,Priorité,
Proceed to payment,Procéder au paiement,
Process Return,Traiter le retour,
Process return invoice,Traiter la facture de retour,
Process returns without invoice reference,Traiter les retours sans référence de facture,
Processing payment...,Traitement du paiement...,
Processing...,Traitement en cours...,
Product,Produit,
Product Discount Scheme,Schéma de remise produit,
Product Option,Option de produit,
Product Option Group,Groupe d'options de produit,
Product Option Group Item,Article du groupe d'options de produit,
Product Option Group Item Group,Groupe d'articles du groupe d'options de produit,
Product Options,Options produit,
Products,Produits,
Promo Type,Type de promotion,
Promotion & Coupon Management,Gestion des promotions et coupons,
Promotion Creation Failed,Échec de création de la promotion,
Promotion Deletion Failed,Échec de suppression de la promotion,
Promotion Name,Nom de la promotion,
Promotion Toggle Failed,Échec d'activation/désactivation de la promotion,
Promotion Update Failed,Échec de mise à jour de la promotion,
Promotion created successfully,Promotion créée avec succès,
Promotion deleted successfully,Promotion supprimée avec succès,
Promotion name is required,Le nom de la promotion est requis,
Promotion or Pricing Rule {0} not found,Promotion ou règle de tarification {0} non trouvée,
Promotion saved successfully,Promotion enregistrée avec succès,
Promotion status updated successfully,Statut de la promotion mis à jour avec succès,
Promotion updated successfully,Promotion mise à jour avec succès,
Promotion {0} created successfully,Promotion {0} créée avec succès,
Promotion {0} deleted successfully,Promotion {0} supprimée avec succès,
Promotion {0} updated successfully,Promotion {0} mise à jour avec succès,
Promotion {0} {1},Promotion {0} {1},
Promotional,Promotionnel,
Promotional Scheme,Règle promotionnelle,
Promotional Scheme {0} not found,Règle promotionnelle {0} non trouvée,
Promotional Schemes,Règles promotionnelles,
Promotions,Promotions,
Provisional Ticket,Ticket provisoire,
QR Code,QR Code,
QR Self-Ordering,Commande QR,
QZ Certificate Missing,Certificat QZ manquant,
QZ Certificate Ready,Certificat QZ prêt,
QZ Key Missing,Clé QZ manquante,
QZ Tray Connected,QZ Tray connecté,
QZ Tray Not Connected,QZ Tray non connecté,
"QZ Tray certificate generated successfully.<br><br>Download the certificate from POS Settings and import it into QZ Tray on each POS machine, then restart QZ Tray.","Certificat QZ Tray généré avec succès.<br><br>Téléchargez le certificat depuis les paramètres POS et importez-le dans QZ Tray sur chaque machine de caisse, puis redémarrez QZ Tray.",
QZ Tray certificate not found. Ask an administrator to run Setup QZ Certificate.,Certificat QZ Tray introuvable. Demandez à un administrateur de lancer la configuration du certificat QZ.,
QZ Tray must be installed and running on this computer. Download from,QZ Tray doit être installé et en marche sur cet ordinateur. Téléchargez-le depuis,
QZ Tray private key not found. Ask an administrator to run Setup QZ Certificate.,Clé privée QZ Tray introuvable. Demandez à un administrateur de lancer la configuration du certificat QZ.,
QZ certificate already exists.,Le certificat QZ existe déjà.,
QZ certificate generated successfully.,Certificat QZ généré avec succès.,
Qty,Qté,
Qty Sold,Qté vendue,
Qty: {0},Qté : {0},
Qualifying Transaction / Item,Transaction / article qualifiant,
Quality,Qualité,
Quantity,Quantité,
Quantity and Amount Conditions,Conditions de quantité et de montant,
Quantity locked (barcode item),Quantité verrouillée (article code-barres),
Quick amounts for {0},Montants rapides pour {0},
Rate,Taux,
